,Segment ID,Roadway Name,From,To,From Lat,From Lon,To Lat,To Lon
230,69589,EAST 135 STREET ,CANAL STREET WEST,PARK AVENUE ,40.81088099999999,-73.9308423,40.81159239999999,-73.9349024
231,69637,EAST 138 STREET ,GRAND CONCOURSE,PARK AVENUE ,40.8133437,-73.9303311,40.8140538,-73.9348394
232,69976, MORRIS AVENUE , EAST 153 STREET  , EAST 156 STREET  ,40.8201983,-73.92148730000001,40.8220708,-73.9203943
233,70873,AMSTERDAM AVE , WEST 164 ST , WEST 165 ST ,40.8372288,-73.9388591,40.8378918,-73.93837289999999
234,70892,AUDUBON AVE , WEST 166 ST , WEST 167 ST,40.8392969,-73.9392335,40.8399135,-73.9388111
235,70931,AUDUBON AVE , WEST 172 ST , WEST 173 ST ,40.84293359999999,-73.9365883,40.84356,-73.9361394
236,70939,BROADWAY  , WEST 174 ST , WEST 175 ST ,40.8454548,-73.9386834,40.8462019,-73.9384558
237,71072,AMSTERDAM AVE , WEST 171 ST , WEST 172 ST ,40.8417048,-73.9355862,40.8423036,-73.9351581
238,71591,SHERIDAN AVENUE,EAST 156 STREET ,EAST 161 STREET ,42.5314524,-79.2382167,40.8264031,-73.92116949999999
239,71729,SHERIDANA AVENUE,EAST 161 STREET ,EAST 162 STREET ,40.8264031,-73.92116949999999,40.827214,-73.9207028
240,72026, JEROME AVENUE , EAST 172 STREET  , EAST MT EDEN AVENUE ,40.8423341,-73.9161926,40.8443466,-73.9147479
241,72477,WADSWORTH AVENUE,WEST 188 STREET,WEST 189 STREET,40.85421290000001,-73.9317763,40.8548266,-73.931328
242,72596,DYCKMAN STREET,VERMILYEA AVENUE,SHERMAN AVENUE,40.8645387,-73.9266358,40.86358329999999,-73.92602029999999
243,72608, BROADWAY  ,  ACADEMY STREET,  DYCKMAN STREET ,40.866344,-73.9250118,40.8655205,-73.9273104
244,72860,CEDAR AVENUE , WEST 179 STREET , WEST FORDHAM ROAD ,40.855895,-73.9172253,40.8617469,-73.9118104
245,73220,HENRY HUDSON PKWY,INDEPENDENCE AVE ,W 232nd ST,40.8808392,-73.9191025,40.8846196,-73.9149079
246,73294,HENRY HUDSON PKWY,W 235th ST,W 236th ST,40.8861645,-73.91302759999999,40.8870881,-73.91229539999999
247,76391,32nd AVE,85th ST,86th ST,40.7579854,-73.88295409999999,40.7580867,-73.88202199999999
248,77328, LONGWOOD AVENUE , EAST 160 STREET  , HEWITT PLACE  ,40.8194513,-73.900892,40.8186044,-73.90005649999999
249,77424, EAST 163 STREET  , INTERVALE AVENUE , ROGERS PLACE  ,40.820999,-73.8969015,40.82100399999999,-73.8978791
250,78404, EAST TREMONT AVENUE, ANTHONY AVENUE , EAST 176 STREET  ,40.8486926,-73.9032682,40.8477745,-73.9016358
251,80377, CROTONA AVENUE , EAST 187 STREET  , EAST 189 STREET  ,40.8539198,-73.8836077,40.8561303,-73.88252109999999
252,80491, JEROME AVENUE , EAST MOSHOLU PARKWAY NORTH ,  MOSHOLU PARKWAY ,40.8804682,-73.88386080000001,40.8790999,-73.8854243
