,Segment ID,Roadway Name,From,To,From Lat,From Lon,To Lat,To Lon
253,81165, BROADWAY  ,  WEST 259 STREET ,   WEST 260 STREET ,40.906339,-73.89649299999999,40.907507,-73.896546
254,81384, WEBSTER AVENUE , EAST 233 STREET  , EAST GUN HILL ROAD ,40.89538659999999,-73.8635508,40.8786596,-73.8716653
255,86360, PAULDING AVENUE , LYDIG AVENUE    , NEILL AVENUE   ,40.8535943,-73.859488,40.8523444,-73.8585222
256,87423,HUTCHINSON RIVER PKWY , LAURIE AVENUE  , ST THERESA AVENUE ,40.8484086,-73.83591950000002,40.849677,-73.835801
257,87459,BOSTON ROAD  , BRONX PARK EAST  , PELHAM PARKWAY ,40.8558174,-73.86992409999999,40.856701,-73.8693195
258,88296,BOSTON ROAD  , FISH AVENUE  , WILSON AVENUE ,40.8758896,-73.8499015,40.8755018,-73.8506831
259,88927, WEBSTER AVENUE , EAST 233 STREET  ,EAST 234 STREET  ,40.89538659999999,-73.8635508,40.897392,-73.8626227
260,89610,EAST 241 STREET  ,  HILL AVENUE  ,MURDOCK AVENUE  ,40.902233,-73.8436767,40.9020242,-73.84458579999999
261,89865,JEWEL AVE,136 STREET,138 STREET,40.7282854,-73.8293956,40.7288684,-73.82753079999999
262,91313,UNION STREET,37 AVE,39 AVE,40.7624261,-73.8275136,40.7611136,-73.82688809999999
263,91529,SANFORD AVE,147 STREET,149 STREET,40.7597725,-73.8172876,40.7603659,-73.81508819999999
264,91535,ROOSEVELT AVE,147 STREET,149 STREET,40.7625592,-73.8185961,40.7631514,-73.81638219999999
265,93757, EAST 177 STREET  , HARDING AVENUE , LAWTON AVENUE ,34.1747774,-118.1017762,34.8159328,-102.3916914
266,94154, LAFAYETTE AVENUE , EAST 177 STREET  , HUTCHINSON RIVER PARKWAY ,40.8498297,-73.90719729999999,40.8249522,-73.8365779
267,97387,UNDERHILL AVE,53 AVE,58 AVE,41.2565334,-73.8071605,40.7438743,-73.7828774
268,95270,LEXINGTON AVENUE,121ST ST,120TH ST,40.801816,-73.93930859999999,40.8011855,-73.9397639
269,96042,HOMELAWN STREET,84 AVE,84 ROAD,40.7172843,-73.7922652,40.7172843,-73.7922652
270,97278,HOLLIS COURT BLVD,189 STREET,47 AVE,40.7527518,-73.79130409999999,40.7521626,-73.78934490000002
271,97492,35 AVE,200 STREET,CROCHERON AVE,40.7648115,-73.7868062,40.7640222,-73.7884681
272,97537,56 AVE,194 STREET,195 STREET,40.745429,-73.7837916,40.7456751,-73.7828937
273,98876,26 AVE,200 STREET,202 STREET,40.7742403,-73.7916386,40.7746871,-73.78985
274,101614,MARYLAND RD,DOUGLASTON PKWY,HANFORD ST,40.761027,-73.742342,40.76068739999999,-73.74408559999999
275,101855,MARATHON PKWY,DEEPDALE AVE,RUSHMORE AVE,40.7645581,-73.7352798,40.7652155,-73.7356432
276,102036,MARATHON PKWY,61 AVE,63 AVE,40.7569951,-73.7296387,40.75567400000001,-73.7287092
277,105624,FINGERBOARD ROAD,CLEVELAND PLACE,COLUMBIA AVENUE,40.6030331,-74.06952609999999,40.601916,-74.0713964
278,106931,WEST 155 ST,ST NICHOLAS AVE,EDGECOMBE AVE,40.8308955,-73.9413759,40.8301896,-73.9396804
279,107111, SOUTHERN BOULEVARD , ALDUS STREET  , EAST 163 STREET  ,40.8230847,-73.8918375,40.8210069,-73.89159219999999
280,108388,ARTHUR KILL ROAD,ENGLEWOOD AVENUE,SHARROTTS ROAD,40.5339297,-74.2366787,40.5383659,-74.2373957
281,108716,1 AVE  , EAST 120 ST  , EAST 124 ST  ,40.7986749,-73.9334714,40.8009838,-73.9317793
282,109335,FLUSHING AVE,THORNTON ST,WHIPPLE ST,40.7004274,-73.944497,40.700212,-73.94633379999999
283,109816,10 AVENUE,67 STREET,68 STREET,40.628812,-74.009338,40.628252,-74.009919
284,110262,GLEN STREET,BLOOMFIELD AVENUE,FAHY AVE,40.81370039999999,-74.2172863,40.6205276,-74.169134
285,110445, BROADWAY  , GRANITE STREET , PILLING STREET  ,40.6818161,-73.90849709999999,40.68222799999999,-73.909267
286,110463,GRAND AVE,CATHERINE ST,OLIVE ST,40.712782,-73.937248,40.712489,-73.93846599999999
287,111224,AMSTERDAM AVE,WEST 167 ST,WEST 168 ST,40.8393421,-73.9373146,40.83989460000001,-73.936904
288,111646,NOSTRAND AVENUE,FARRAGUT ROAD,FOSTER AVENUE,40.6362702,-73.9480152,40.6386056,-73.94827459999999
289,112418,LITTLE CLOVE ROAD,CLOVE ROAD,ONEIDA AVENUE,40.6114204,-74.09862319999999,40.6110396,-74.0994704
290,112431,RICHMOND ROAD,BALTIC AVENUE,CLOVE ROAD,40.6070797,-74.0924028,40.6086402,-74.0909722
291,116416, LOUIS NINE  BOULEVARD, BOSTON ROAD  , EAST 170 STREET  ,40.8349316,-73.8940995,40.8334088,-73.8931048
292,120482,BLOOMINGDALE ROAD,MARISA CIRCLE,WOODROW ROAD,40.538312,-74.21771,40.5410998,-74.2177387
293,120618,CROPSEY AVE,7th AVE,14th AVE,40.60724,-74.01622859999999,40.6043496,-74.0107009
294,120740,COLUMBUS AVE,WEST 103 ST,WEST 100 ST,40.7969347,-73.96434119999999,40.7954774,-73.965616
295,121069, CROTONA AVENUE , CLAREMONT PARKWAY , CROTONA PARK NORTH ,40.8364832,-73.89776499999999,40.8421837,-73.8940882
296,121148, WEST GUN HILL ROAD , MOSHOLU PARKWAY ,WEST MOSHOLU PARKWAY NORTH ,40.8843773,-73.8871329,40.8836233,-73.8851471
297,126531,DRUMGOOLE ROAD WEST,ANNADALE ROAD,WATKINS AVENUE,40.5559488,-74.1761224,40.560025,-74.17334269999999
298,126961, COLONIAL ROAD , WAKEMAN PLACE , 68 STREET  ,40.6407684,-74.0291775,40.6382712,-74.0309149
299,127200,51 STREET,19 AVENUE,20 AVENUE,40.6257627,-73.9798278,40.62444199999999,-73.977616
300,129486,115 ROAD,205 STREET,FRANCIS LEWIS BLVD,40.698443,-73.748981,40.698857,-73.7473648
301,129650,VERNON BLVD,33rd RD,35th AVE,40.7668297,-73.9386347,40.76373359999999,-73.9414111
302,132595, WHITE PLAINS ROAD , EAST 215 STREET  , EAST 216 STREET  ,40.8805424,-73.86443030000001,40.8814407,-73.8639663
303,133984,7 AVE  , WEST 148 ST , WEST 149 ST ,40.8235218,-73.9375912,40.8241659,-73.9371341
304,135278,164 STREET,67 AVE,69 AVE,40.7349357,-73.8047691,40.7331044,-73.80507469999999
305,139555,PARK AVE,58th ST,59th ST,40.7623133,-73.9703509,40.7629496,-73.9698785
306,148948,SPRINGFIELD BLVD,115 ROAD,116 AVE,40.6996368,-73.742227,40.6978894,-73.7429594
307,150203,FRANCIS LEWIS BLVD,115 DRIVE,115 ROAD,40.6982095,-73.7470867,40.698857,-73.7473648
308,150671,ATLANTIC AVE,ALABAMA AVE,WILLIAMS AVE,40.6757074,-73.8997396,40.6754845,-73.9006618
309,150677, ATLANTIC AVENUE , HINSDALE STREET , WILLIAMS AVENUE ,40.6755228,-73.9016109,40.6754845,-73.9006618
310,151662,WOODHAVEN BLVD,97th AVE,101st ST,40.68594969999999,-73.8468704,40.6842585,-73.8460438
311,152665,ATLANTIC AVE,CLASSON AVE,NYCTA SUBWAY,40.6797687,-73.9582976,40.6834617,-73.9765824
312,152873,34th AVE,92nd ST,93rd ST,40.7546723,-73.87572399999999,40.7547729,-73.8747941
313,154280, GOWANUS EXPRESSWAY , 29 STREET  , 28 STREET  ,40.6668423,-74.11096599999999,40.6662572,-74.11145189999999
314,154613, ESPLANADE  , HAIGHT AVENUE  , LURTING AVENUE   ,40.8563575,-73.85791689999999,40.8557887,-73.8586332
315,154617, BOSTON ROAD  , EAST 176 STREET  , VYSE AVENUE  ,40.8392791,-73.8843323,40.8391575,-73.8846287
316,155609,BRADDOCK AVE,221 PLACE,221 STREET,40.7294682,-73.74069109999999,40.72975659999999,-73.74198919999999
317,155739,SPRINGFIELD BLVD,115 ROAD,116 AVE,40.6996368,-73.742227,40.6978894,-73.7429594
318,155745,SEAGRIT BLVD,BEACH 7th ST,BEACH 9th ST,40.596748,-73.74434,40.5965654,-73.74416409999999
319,155773,ATLANTIC AVE,97th ST,98th ST,40.6890487,-73.84593009999999,40.68930100000001,-73.8450456
320,155846,JAMAICA AVE,197 STREET,198 STREET,40.7134101,-73.76290259999999,40.7134795,-73.7611829
321,155864,11th ST,47th AVE,47th RD,40.7450399,-73.950829,40.7443299,-73.9509337
322,156336,MERRICK BLVD,111 AVE,111 ROAD,40.6944405,-73.7815128,40.6938662,-73.78088009999999
323,156689,JAMAICA AVE,CARPENTER AVE,WOODHULL AVE,40.7133991,-73.76118749999999,40.7108446,-73.77069019999999
324,157570,ATLANTIC AVE,LINCOLN AVE,SHERIDAN AVE,40.6824709,-73.8690444,40.6826137,-73.8680701
325,157598,4 AVENUE,28 STREET,29 STREET,40.6588265,-73.9998134,40.6582656,-74.0004019
326,157659,LINDEN BOULEVARD,AUTUMN AVENUE,LINCOLN AVENUE,40.6690956,-73.8665396,40.6692297,-73.8655536
327,157736,ORIENTAL BLVD,HASTINGS ST,GIRARD ST,40.5778539,-73.94446789999999,40.5777455,-73.945371
328,157900,FLATLANDS AVE,LOUISIANA AVE,MALTA ST,40.6511101,-73.8899466,40.6513891,-73.8896218
329,158132, ATLANTIC AVENUE , LINCOLN AVENUE , NICHOLS AVENUE ,40.6824709,-73.8690444,40.6827231,-73.8681868
330,158163,4 AVENUE,BUTLER STREET,DOUGLASS STREET,40.6799238,-73.9812572,40.679292,-73.9816855
331,158203, LINDEN BOULEVARD , HINSDALE STREET , SNEDIKER AVENUE ,40.6577394,-73.89705450000001,40.6574692,-73.8979506
332,158217,CROPSEY AVE,27th AVE,BAY 26th ST,40.5885024,-73.9899179,40.599247,-74.00144379999999
333,158368, EDWARD L GRANT HIGHWAY , NELSON AVENUE , PLIMPTON AVENUE ,40.8417757,-73.9224677,40.842704,-73.92286059999999
334,158578,PARK AVENUE SOUTH,EAST 26 STREET,EAST 27 STREET,40.7421166,-73.9850392,40.7426685,-73.9844854
335,169883,130 PL,30th PL,BERGEN RD,40.7476664,-73.9911523,40.6593084,-73.8107213
336,158582,BROADWAY  , WEST 148 ST , WEST 149 ST ,40.8284052,-73.9491615,40.82893989999999,-73.9485016
337,158683,EAST HOUSTON STREET,BROADWAY,CROSBY STREET,40.7253796,-73.9968145,40.7252756,-73.9958083
338,158764,7 AVE  , WEST 122 ST , WEST 123 ST,40.8070199,-73.9496581,40.8077161,-73.9493653
339,158858,BROADWAY,WEST 60 STREET,WEST 61 STREET,40.7689007,-73.98200469999999,40.76969769999999,-73.9820202
340,158964,LENOX AVE,WEST 123 ST,WEST 124 ST,40.8064483,-73.94635749999999,40.8070656,-73.9458978
341,158972,LENOX AVE,WEST 111 ST,WEST 112 ST,40.7988095,-73.9519552,40.7995081,-73.9516261
342,159002,7 AVE  , WEST 117 ST , WEST 118 ST ,40.8039446,-73.9521224,40.804585,-73.95167479999999
343,159082,BROADWAY  , WEST 98 ST  , WEST 99 ST  ,40.7960116,-73.970947,40.7966408,-73.97049129999999
344,159183,BROADWAY,WEST 74 STREET,WEST 75 STREET,40.780254,-73.98143739999999,40.7810664,-73.9813985
345,159216,PARK AVENUE,EAST 59 STREET,EAST 60 STREET,40.7629496,-73.9698785,40.7634977,-73.96923029999999
346,164301, ALLEN STREET  , DELANCEY STREET , RIVINGTON STREET ,40.7192517,-73.9902163,40.7205416,-73.9898582
347,164329,EAST 18 STREET,BROADWAY,PARK AVENUE SOUTH,40.7378063,-73.9901465,40.7371314,-73.9885317
348,164341,NORFOLK STREET,DELANCEY STREET,RIVINGTON STREET,40.7183877,-73.98738519999999,40.7196024,-73.98675349999999
349,165258,MEEKER AVE,LEONARD ST,WITHERS ST,40.7178439,-73.9483122,40.7169849,-73.9489538
350,167027,KINGS HIGHWAY,AVENUE I,AVENUE J,40.6302269,-73.9324828,40.6278877,-73.93249399999999
351,167454,ROCKAWAY AVENUE,HEGEMAN AVENUE,LINDEN BOULEVARD,40.6562588,-73.9073141,40.6546781,-73.9069066
352,174149, EAST 161 STREET  , GRAND CONCOURSE , SHERIDAN AVENUE ,40.8267198,-73.922624,40.8264031,-73.92116949999999
353,174218, EAST 165 STREET  , CARROLL PLACE  , GRAND CONCOURSE ,40.8305373,-73.91945150000001,40.8309382,-73.9205123
354,174566,HENRY HUDSON PKWY,FAIRFIELD AVE,W 232nd ST,40.8855419,-73.9131282,40.8846196,-73.9149079
355,176380, EAST 204 STREET   , GRAND CONCOURSE   , VALENTINE AVENUE    ,40.87464569999999,-73.88644959999999,40.87424,-73.88478049999999
356,176399,SOUTHERN BOULEVARD , CROTONA PARKWAY , EAST FORDHAM ROAD ,40.84906489999999,-73.8828709,40.85684029999999,-73.88079929999999
357,176426, CROTONA AVENUE , EAST FORDHAM ROAD , SOUTHERN BOULEVARD ,40.8573658,-73.8818926,40.8586671,-73.8809967
358,178157, ZEREGA AVENUE , BRUCKNER BOULEVARD , BRUCKNER EXPRESSWAY ,40.8277173,-73.84375829999999,40.8277173,-73.84375829999999
359,184562, GRAND CONCOURSE_MAIN , EAST 172 STREET  , EAST MT EDEN AVENUE ,28.9632263,-81.32785849999999,40.8441494,-73.91459929999999
360,192292, 2 AVENUE  , EAST 59 STREET  , EAST 60 STREET  ,40.7606467,-73.9643128,40.761206,-73.96391129999999
361,154496, CROSS BRONX EXPRESSWAY , MORRIS AVENUE  , WEEKS AVENUE  ,40.8452472,-73.90933439999999,40.8451638,-73.9075203
362,72331,E 174 ST, MORRIS AVENUE  , WEEKS AVENUE  ,40.8448356,-73.9093822,40.8447286,-73.907574
363,154454, CROSS BRONX EXPRESSWAY , MARMION AVENUE , PROSPECT AVENUE ,40.8310634,-73.8545513,40.8233567,-73.9002976
364,78800,E 176 ST, MARMION AVENUE , PROSPECT AVENUE ,40.8414805,-73.8885299,40.8426486,-73.8905061
365,78805,FAIRMONT PL, MARMION AVENUE , PROSPECT AVENUE ,40.842124,-73.8878529,40.843195,-73.890036
366,179545, THROGS NECK EXPRESSWAY , HARDING AVENUE , LONGSTREET AVENUE ,40.81732119999999,-73.8061098,40.81736009999999,-73.806011
